Customer ID,Country,recency,frequency,monetary,R_score,F_score,M_score,RFM_sum,Segment,churned,first_order_date,last_order_date,cohort_month
13167,United Kingdom,19,5,1113.15,5,4,3,12,Loyal Customers,False,2010-11-14 12:58:00,2011-11-21 12:24:00,2010-11
13168,United Kingdom,36,5,1840.73,4,4,4,12,Champions,False,2010-06-15 15:00:00,2011-11-03 12:56:00,2010-06
13169,United Kingdom,64,3,840.08,3,3,3,9,Potential Loyalists,False,2010-05-26 15:58:00,2011-10-07 12:11:00,2010-05
13170,United Kingdom,27,1,108.81,4,1,1,6,New Customers,False,2011-11-13 12:19:00,2011-11-13 12:19:00,2011-11
13171,United Kingdom,22,3,468.41,4,3,2,9,Loyal Customers,False,2011-02-13 14:16:00,2011-11-18 10:27:00,2011-02
13172,United Kingdom,400,1,69.6,2,1,1,4,Lost,True,2010-11-04 15:10:00,2010-11-04 15:10:00,2010-11
13173,United Kingdom,4,11,2389.82,5,5,4,14,Champions,False,2009-12-10 12:52:00,2011-12-05 15:51:00,2009-12
13174,United Kingdom,16,11,7972.46,5,5,5,15,Champions,False,2009-12-04 15:40:00,2011-11-23 14:35:00,2009-12
13175,United Kingdom,582,2,831.45,1,2,3,6,Lost,True,2009-12-04 12:11:00,2010-05-06 13:13:00,2009-12
13176,United Kingdom,46,1,481.49,4,1,2,7,New Customers,False,2011-10-24 15:43:00,2011-10-24 15:43:00,2011-10
13177,United Kingdom,65,2,512.2,3,2,2,7,Needs Attention,False,2010-10-05 10:35:00,2011-10-06 09:56:00,2010-10
13178,United Kingdom,26,21,14059.19,4,5,5,14,Champions,False,2009-12-16 14:00:00,2011-11-13 16:14:00,2009-12
13179,United Kingdom,619,1,572.3100000000001,1,1,2,4,Lost,True,2010-03-31 11:40:00,2010-03-31 11:40:00,2010-03
13180,United Kingdom,607,1,86.10000000000001,1,1,1,3,Lost,True,2010-04-11 13:37:00,2010-04-11 13:37:00,2010-04
13181,United Kingdom,381,1,359.69,2,1,2,5,Lost,True,2010-11-23 15:05:00,2010-11-23 15:05:00,2010-11
13182,United Kingdom,45,1,121.18,4,1,1,6,New Customers,False,2011-10-25 13:46:00,2011-10-25 13:46:00,2011-10
13183,United Kingdom,8,15,7036.18,5,5,5,15,Champions,False,2010-03-14 12:32:00,2011-12-02 10:30:00,2010-03
13184,United Kingdom,15,10,1667.95,5,5,4,14,Champions,False,2011-02-22 17:25:00,2011-11-25 12:02:00,2011-02
13185,United Kingdom,268,1,71.4,2,1,1,4,Lost,True,2011-03-17 11:56:00,2011-03-17 11:56:00,2011-03
13186,United Kingdom,40,3,1575.89,4,3,4,11,Loyal Customers,False,2011-08-03 09:09:00,2011-10-31 11:40:00,2011-08
13187,United Kingdom,337,4,328.36,2,3,2,7,At Risk,True,2010-03-25 17:18:00,2011-01-06 18:57:00,2010-03
13188,United Kingdom,11,1,114.6,5,1,1,7,New Customers,False,2011-11-28 15:28:00,2011-11-28 15:28:00,2011-11
13189,United Kingdom,19,2,260.68,5,2,1,8,New Customers,False,2011-08-16 13:12:00,2011-11-21 10:39:00,2011-08
13190,United Kingdom,544,3,570.66,1,3,2,6,At Risk,True,2009-12-07 12:13:00,2010-06-13 15:47:00,2009-12
13191,United Kingdom,658,1,159.21,1,1,1,3,Lost,True,2010-02-19 17:02:00,2010-02-19 17:02:00,2010-02
13192,United Kingdom,95,6,2558.58,3,4,4,11,Potential Loyalists,True,2010-01-22 08:37:00,2011-09-05 14:13:00,2010-01
13193,United Kingdom,61,1,112.08,3,1,1,5,Needs Attention,False,2011-10-09 14:30:00,2011-10-09 14:30:00,2011-10
13194,United Kingdom,136,2,472.78,3,2,2,7,Needs Attention,True,2010-10-14 11:54:00,2011-07-27 09:01:00,2010-10
13195,United Kingdom,414,1,136.73,1,1,1,3,Lost,True,2010-10-21 13:07:00,2010-10-21 13:07:00,2010-10
13196,United Kingdom,11,7,3068.84,5,4,5,14,Champions,False,2010-04-01 12:54:00,2011-11-28 13:54:00,2010-04
13197,United Kingdom,610,1,373.01000000000005,1,1,2,4,Lost,True,2010-04-09 09:14:00,2010-04-09 09:14:00,2010-04
13198,United Kingdom,10,8,4974.2300000000005,5,4,5,14,Champions,False,2010-10-01 13:27:00,2011-11-29 15:17:00,2010-10
13199,United Kingdom,4,66,15949.210000000001,5,5,5,15,Champions,False,2009-12-05 10:11:00,2011-12-06 12:30:00,2009-12
13200,United Kingdom,19,4,870.09,5,3,3,11,Loyal Customers,False,2011-08-05 14:50:00,2011-11-20 15:35:00,2011-08
13201,United Kingdom,502,4,1233.06,1,3,4,8,At Risk,True,2010-03-07 11:01:00,2010-07-25 14:30:00,2010-03
13202,United Kingdom,394,7,1580.3,2,4,4,10,At Risk,True,2009-12-09 10:48:00,2010-11-10 16:24:00,2009-12
13203,United Kingdom,10,10,2648.25,5,5,4,14,Champions,False,2009-12-17 14:15:00,2011-11-30 10:45:00,2009-12
13204,United Kingdom,731,1,966.6600000000001,1,1,3,5,Lost,True,2009-12-08 14:56:00,2009-12-08 14:56:00,2009-12
13205,United Kingdom,443,1,2803.2,1,1,4,6,Cant Lose Them,True,2010-09-22 16:26:00,2010-09-22 16:26:00,2010-09
13206,United Kingdom,400,13,8308.19,2,5,5,12,At Risk,True,2009-12-07 13:48:00,2010-11-04 16:50:00,2009-12
13207,United Kingdom,15,4,535.86,5,3,2,10,Loyal Customers,False,2010-04-06 16:37:00,2011-11-24 14:52:00,2010-04
13208,United Kingdom,59,8,1951.82,4,4,4,12,Champions,False,2009-12-03 13:25:00,2011-10-11 16:25:00,2009-12
13209,United Kingdom,30,13,8509.51,4,5,5,14,Champions,False,2010-01-24 14:30:00,2011-11-09 13:54:00,2010-01
13210,United Kingdom,94,1,353.48,3,1,2,6,Needs Attention,True,2011-09-07 08:18:00,2011-09-07 08:18:00,2011-09
13211,United Kingdom,10,10,2618.77,5,5,4,14,Champions,False,2009-12-06 15:24:00,2011-11-29 14:43:00,2009-12
13212,United Kingdom,20,3,786.83,4,3,3,10,Loyal Customers,False,2011-10-09 14:48:00,2011-11-20 12:40:00,2011-10
13213,United Kingdom,57,11,3851.52,4,5,5,14,Champions,False,2010-05-20 14:50:00,2011-10-14 11:42:00,2010-05
13214,United Kingdom,418,7,3264.23,1,4,5,10,At Risk,True,2010-03-03 14:10:00,2010-10-18 10:00:00,2010-03
13215,United Kingdom,402,1,81.6,2,1,1,4,Lost,True,2010-11-02 18:26:00,2010-11-02 18:26:00,2010-11
13216,United Kingdom,268,1,333.74,2,1,2,5,Lost,True,2011-03-17 12:18:00,2011-03-17 12:18:00,2011-03
13217,United Kingdom,122,4,666.48,3,3,3,9,Potential Loyalists,True,2010-02-22 12:49:00,2011-08-09 15:32:00,2010-02
13218,United Kingdom,127,1,62.64,3,1,1,5,Needs Attention,True,2011-08-04 16:59:00,2011-08-04 16:59:00,2011-08
13219,United Kingdom,618,1,76.23,1,1,1,3,Lost,True,2010-03-31 14:18:00,2010-03-31 14:18:00,2010-03
13220,United Kingdom,78,5,1336.0900000000001,3,4,4,11,Potential Loyalists,False,2010-05-13 10:35:00,2011-09-22 13:38:00,2010-05
13221,United Kingdom,240,2,844.86,2,2,3,7,Lost,True,2010-12-15 13:24:00,2011-04-13 16:58:00,2010-12
13222,United Kingdom,577,1,88.5,1,1,1,3,Lost,True,2010-05-11 13:54:00,2010-05-11 13:54:00,2010-05
13223,United Kingdom,200,6,969.12,2,4,3,9,At Risk,True,2010-02-12 13:27:00,2011-05-23 13:03:00,2010-02
13224,United Kingdom,60,2,2152.95,3,2,4,9,Needs Attention,False,2011-07-11 14:10:00,2011-10-10 14:55:00,2011-07
13225,United Kingdom,3,16,16260.07,5,5,5,15,Champions,False,2009-12-17 09:09:00,2011-12-06 13:29:00,2009-12
13226,United Kingdom,273,2,312.46,2,2,2,6,Lost,True,2010-11-11 13:46:00,2011-03-11 14:35:00,2010-11
13227,United Kingdom,202,1,257.7,2,1,1,4,Lost,True,2011-05-22 11:47:00,2011-05-22 11:47:00,2011-05
13228,United Kingdom,81,1,358.0,3,1,2,6,Needs Attention,False,2011-09-19 14:28:00,2011-09-19 14:28:00,2011-09
13229,United Kingdom,226,1,160.95,2,1,1,4,Lost,True,2011-04-28 12:07:00,2011-04-28 12:07:00,2011-04
13230,United Kingdom,4,30,6109.51,5,5,5,15,Champions,False,2010-03-18 20:02:00,2011-12-05 16:03:00,2010-03
13232,United Kingdom,13,7,1327.75,5,4,4,13,Champions,False,2011-04-10 13:48:00,2011-11-27 10:39:00,2011-04
13233,United Kingdom,74,4,1176.46,3,3,3,9,Potential Loyalists,False,2010-01-14 14:10:00,2011-09-26 13:25:00,2010-01
13234,United Kingdom,673,2,346.5,1,2,2,5,Lost,True,2009-12-07 12:32:00,2010-02-05 11:41:00,2009-12
13235,United Kingdom,212,1,1031.07,2,1,3,6,Lost,True,2011-05-11 17:13:00,2011-05-11 17:13:00,2011-05
13236,United Kingdom,25,2,744.85,4,2,3,9,New Customers,False,2011-08-25 08:58:00,2011-11-15 12:50:00,2011-08
13237,United Kingdom,388,1,643.0,2,1,3,6,Lost,True,2010-11-17 10:07:00,2010-11-17 10:07:00,2010-11
13238,United Kingdom,17,6,1006.63,5,4,3,12,Loyal Customers,False,2010-04-28 15:02:00,2011-11-22 15:37:00,2010-04
13239,United Kingdom,262,5,1594.69,2,4,4,10,At Risk,True,2010-07-25 13:34:00,2011-03-23 10:25:00,2010-07
13240,United Kingdom,96,8,1455.39,3,4,4,11,Potential Loyalists,True,2010-02-25 13:17:00,2011-09-04 14:08:00,2010-02
13241,United Kingdom,412,1,112.53,1,1,1,3,Lost,True,2010-10-24 11:17:00,2010-10-24 11:17:00,2010-10
13242,United Kingdom,112,7,699.4,3,4,3,10,Potential Loyalists,True,2010-02-09 13:12:00,2011-08-19 12:53:00,2010-02
13243,United Kingdom,203,5,1220.38,2,4,4,10,At Risk,True,2010-03-18 13:10:00,2011-05-20 13:14:00,2010-03
13244,United Kingdom,93,1,121.74000000000001,3,1,1,5,Needs Attention,True,2011-09-08 11:46:00,2011-09-08 11:46:00,2011-09
13245,United Kingdom,51,2,989.22,4,2,3,9,New Customers,False,2010-10-03 14:03:00,2011-10-20 11:40:00,2010-10
13246,United Kingdom,18,11,3351.75,5,5,5,15,Champions,False,2010-07-02 13:36:00,2011-11-21 16:50:00,2010-07
13247,United Kingdom,18,4,501.12,5,3,2,10,Loyal Customers,False,2011-09-18 11:31:00,2011-11-22 10:59:00,2011-09
13248,United Kingdom,125,2,465.68,3,2,2,7,Needs Attention,True,2011-06-03 13:05:00,2011-08-07 12:40:00,2011-06
13249,United Kingdom,92,9,1608.9299999999998,3,5,4,12,Potential Loyalists,True,2010-01-24 12:11:00,2011-09-08 13:26:00,2010-01
13250,United Kingdom,461,2,253.09,1,2,1,4,Lost,True,2010-07-25 14:01:00,2010-09-05 11:33:00,2010-07
13251,United Kingdom,402,1,252.68,2,1,1,4,Lost,True,2010-11-02 13:20:00,2010-11-02 13:20:00,2010-11
13252,United Kingdom,394,2,399.3,2,2,2,6,Lost,True,2010-03-24 10:30:00,2010-11-10 16:00:00,2010-03
13253,United Kingdom,157,4,2951.11,3,3,5,11,Potential Loyalists,True,2010-01-05 12:13:00,2011-07-06 10:09:00,2010-01
13254,United Kingdom,376,1,51.41,2,1,1,4,Lost,True,2010-11-28 15:42:00,2010-11-28 15:42:00,2010-11
13255,United Kingdom,9,3,678.76,5,3,3,11,Loyal Customers,False,2010-07-15 13:20:00,2011-11-30 13:14:00,2010-07
13257,United Kingdom,436,1,149.75,1,1,1,3,Lost,True,2010-09-29 14:58:00,2010-09-29 14:58:00,2010-09
13258,United Kingdom,12,5,1009.43,5,4,3,12,Loyal Customers,False,2010-11-04 12:45:00,2011-11-28 09:31:00,2010-11
13259,United Kingdom,62,9,1398.79,3,5,4,12,Potential Loyalists,False,2010-01-10 10:26:00,2011-10-09 10:48:00,2010-01
13260,United Kingdom,61,1,557.62,3,1,2,6,Needs Attention,False,2011-10-09 13:21:00,2011-10-09 13:21:00,2011-10
13261,United Kingdom,269,2,944.1,2,2,3,7,Lost,True,2011-02-27 10:41:00,2011-03-16 12:22:00,2011-02
13262,United Kingdom,263,3,573.45,2,3,2,7,At Risk,True,2010-04-18 12:14:00,2011-03-21 15:06:00,2010-04
13263,United Kingdom,1,38,8650.98,5,5,5,15,Champions,False,2010-10-22 17:07:00,2011-12-08 13:59:00,2010-10
13264,United Kingdom,443,1,722.5600000000001,1,1,3,5,Lost,True,2010-09-23 12:42:00,2010-09-23 12:42:00,2010-09
13265,United Kingdom,53,5,2092.66,4,4,4,12,Champions,False,2011-03-11 09:54:00,2011-10-17 15:02:00,2011-03
13266,United Kingdom,11,19,6135.04,5,5,5,15,Champions,False,2009-12-17 10:52:00,2011-11-28 14:39:00,2009-12
13267,United Kingdom,3,36,9429.81,5,5,5,15,Champions,False,2009-12-07 16:56:00,2011-12-07 11:12:00,2009-12
13268,United Kingdom,18,10,3152.71,5,5,5,15,Champions,False,2011-03-17 13:20:00,2011-11-22 11:34:00,2011-03
13269,United Kingdom,1,28,8537.32,5,5,5,15,Champions,False,2009-12-02 11:47:00,2011-12-08 14:53:00,2009-12
13270,United Kingdom,366,1,590.0,2,1,2,5,Lost,True,2010-12-08 14:53:00,2010-12-08 14:53:00,2010-12
13271,United Kingdom,37,1,211.49,4,1,1,6,New Customers,False,2011-11-02 14:31:00,2011-11-02 14:31:00,2011-11
13272,United Kingdom,31,2,276.56,4,2,1,7,New Customers,False,2011-09-11 12:06:00,2011-11-08 14:00:00,2011-09
13273,United Kingdom,113,1,138.98,3,1,1,5,Needs Attention,True,2011-08-18 14:02:00,2011-08-18 14:02:00,2011-08
13274,United Kingdom,409,1,360.85,2,1,2,5,Lost,True,2010-10-26 13:48:00,2010-10-26 13:48:00,2010-10
13275,United Kingdom,384,2,238.86,2,2,1,5,Lost,True,2010-03-17 14:05:00,2010-11-21 12:09:00,2010-03
13276,United Kingdom,64,5,1891.91,3,4,4,11,Potential Loyalists,False,2010-03-07 14:05:00,2011-10-07 12:44:00,2010-03
13277,United Kingdom,16,7,523.3,5,4,2,11,Loyal Customers,False,2010-06-18 08:45:00,2011-11-24 09:21:00,2010-06
13278,United Kingdom,41,4,1425.35,4,3,4,11,Loyal Customers,False,2010-04-08 11:59:00,2011-10-30 11:49:00,2010-04
13279,United Kingdom,78,1,137.75,3,1,1,5,Needs Attention,False,2011-09-22 17:24:00,2011-09-22 17:24:00,2011-09
13280,United Kingdom,122,7,2293.33,3,4,4,11,Potential Loyalists,True,2010-03-05 09:07:00,2011-08-09 13:14:00,2010-03
13281,United Kingdom,439,1,350.85,1,1,2,4,Lost,True,2010-09-26 16:03:00,2010-09-26 16:03:00,2010-09
13282,United Kingdom,18,4,1313.19,5,3,4,12,Loyal Customers,False,2010-10-29 14:11:00,2011-11-21 15:33:00,2010-10
13283,United Kingdom,60,4,373.36,3,3,2,8,Potential Loyalists,False,2010-03-09 14:36:00,2011-10-11 09:50:00,2010-03
13284,United Kingdom,331,1,201.19,2,1,1,4,Lost,True,2011-01-13 09:23:00,2011-01-13 09:23:00,2011-01
13285,United Kingdom,23,6,3364.59,4,4,5,13,Champions,False,2010-03-25 14:26:00,2011-11-16 13:19:00,2010-03
13286,United Kingdom,600,1,734.91,1,1,3,5,Lost,True,2010-04-18 15:35:00,2010-04-18 15:35:00,2010-04
13287,United Kingdom,603,3,781.59,1,3,3,7,At Risk,True,2010-01-04 10:43:00,2010-04-15 15:26:00,2010-01
13288,United Kingdom,443,5,927.61,1,4,3,8,At Risk,True,2010-02-11 14:59:00,2010-09-22 16:32:00,2010-02
13289,United Kingdom,724,1,307.95,1,1,2,4,Lost,True,2009-12-16 11:53:00,2009-12-16 11:53:00,2009-12
13291,United Kingdom,156,11,3270.79,3,5,5,13,Potential Loyalists,True,2010-02-11 18:36:00,2011-07-07 10:36:00,2010-02
13292,United Kingdom,39,5,994.51,4,4,3,11,Loyal Customers,False,2010-07-01 14:36:00,2011-11-01 10:04:00,2010-07
13293,United Kingdom,392,6,1192.94,2,4,3,9,At Risk,True,2010-02-09 12:05:00,2010-11-12 13:28:00,2010-02
13294,United Kingdom,190,3,1689.53,2,3,4,9,At Risk,True,2010-03-03 12:54:00,2011-06-03 08:54:00,2010-03
13295,United Kingdom,360,4,1101.97,2,3,3,8,At Risk,True,2010-05-12 09:13:00,2010-12-15 11:21:00,2010-05
13296,United Kingdom,137,6,792.51,3,4,3,10,Potential Loyalists,True,2010-05-11 14:29:00,2011-07-25 13:46:00,2010-05
13297,United Kingdom,8,7,4368.62,5,4,5,14,Champions,False,2010-06-15 12:35:00,2011-12-02 09:32:00,2010-06
13298,United Kingdom,1,1,360.0,5,1,2,8,New Customers,False,2011-12-08 13:11:00,2011-12-08 13:11:00,2011-12
13299,United Kingdom,268,3,1218.7,2,3,4,9,At Risk,True,2010-06-29 11:30:00,2011-03-16 12:55:00,2010-06
13300,United Kingdom,169,3,1285.51,3,3,4,10,Potential Loyalists,True,2010-05-14 15:56:00,2011-06-23 13:09:00,2010-05
13301,United Kingdom,104,4,600.1899999999999,3,3,2,8,Potential Loyalists,True,2011-02-20 13:13:00,2011-08-28 11:25:00,2011-02
13302,United Kingdom,155,2,159.2,3,2,1,6,Needs Attention,True,2010-07-01 12:32:00,2011-07-07 17:56:00,2010-07
13303,United Kingdom,400,1,61.72,2,1,1,4,Lost,True,2010-11-04 14:55:00,2010-11-04 14:55:00,2010-11
13304,United Kingdom,351,4,1217.99,2,3,4,9,At Risk,True,2010-02-08 12:42:00,2010-12-23 14:35:00,2010-02
13305,United Kingdom,4,16,3616.41,5,5,5,15,Champions,False,2010-03-10 14:49:00,2011-12-05 15:15:00,2010-03
13306,United Kingdom,430,1,53.65,1,1,1,3,Lost,True,2010-10-05 14:55:00,2010-10-05 14:55:00,2010-10
13307,United Kingdom,120,3,273.34,3,3,1,7,Potential Loyalists,True,2010-04-26 13:28:00,2011-08-11 17:14:00,2010-04
13308,United Kingdom,23,4,1670.3700000000001,4,3,4,11,Loyal Customers,False,2010-04-22 09:22:00,2011-11-17 09:31:00,2010-04
13309,United Kingdom,7,6,1706.3700000000001,5,4,4,13,Champions,False,2010-11-12 12:10:00,2011-12-02 16:34:00,2010-11
13310,United Kingdom,28,5,1541.2,4,4,4,12,Champions,False,2010-11-02 17:03:00,2011-11-11 17:23:00,2010-11
13311,United Kingdom,4,2,598.57,5,2,2,9,New Customers,False,2011-07-12 14:26:00,2011-12-05 12:55:00,2011-07
13312,United Kingdom,451,1,124.75,1,1,1,3,Lost,True,2010-09-14 14:36:00,2010-09-14 14:36:00,2010-09
13313,United Kingdom,22,12,3445.32,4,5,5,14,Champions,False,2009-12-02 16:18:00,2011-11-17 16:48:00,2009-12
13314,United Kingdom,2,3,775.94,5,3,3,11,Loyal Customers,False,2011-09-27 10:20:00,2011-12-08 12:29:00,2011-09
13315,United Kingdom,689,1,310.26000000000005,1,1,2,4,Lost,True,2010-01-19 15:34:00,2010-01-19 15:34:00,2010-01
13316,United Kingdom,37,10,12940.82,4,5,5,14,Champions,False,2010-03-10 10:01:00,2011-11-02 13:40:00,2010-03
13317,United Kingdom,66,19,6486.09,3,5,5,13,Potential Loyalists,False,2009-12-13 11:11:00,2011-10-04 13:35:00,2009-12
13318,United Kingdom,1,3,640.76,5,3,3,11,Loyal Customers,False,2011-11-02 13:26:00,2011-12-08 18:51:00,2011-11
13319,United Kingdom,5,58,21323.22,5,5,5,15,Champions,False,2009-12-06 14:46:00,2011-12-04 13:34:00,2009-12
13320,United Kingdom,78,6,2211.6,3,4,4,11,Potential Loyalists,False,2010-08-18 10:29:00,2011-09-22 18:07:00,2010-08
13321,United Kingdom,72,2,567.36,3,2,2,7,Needs Attention,False,2011-09-14 15:18:00,2011-09-28 15:24:00,2011-09
13322,United Kingdom,17,1,199.48000000000002,5,1,1,7,New Customers,False,2011-11-22 14:21:00,2011-11-22 14:21:00,2011-11
13323,United Kingdom,3,5,787.85,5,4,3,12,Loyal Customers,False,2011-09-16 13:23:00,2011-12-06 17:12:00,2011-09
13324,United Kingdom,36,18,10513.47,4,5,5,14,Champions,False,2010-05-25 10:23:00,2011-11-03 16:28:00,2010-05
13325,United Kingdom,82,1,675.3,3,1,3,7,Needs Attention,False,2011-09-19 10:36:00,2011-09-19 10:36:00,2011-09
13326,United Kingdom,432,1,281.76,1,1,1,3,Lost,True,2010-10-03 16:00:00,2010-10-03 16:00:00,2010-10
13327,United Kingdom,39,19,9052.87,4,5,5,14,Champions,False,2009-12-18 15:35:00,2011-11-01 10:21:00,2009-12
13328,United Kingdom,316,1,1308.48,2,1,4,7,Cant Lose Them,True,2011-01-27 15:22:00,2011-01-27 15:22:00,2011-01
13329,United Kingdom,32,8,4808.7699999999995,4,4,5,13,Champions,False,2009-12-04 15:41:00,2011-11-08 10:29:00,2009-12
13330,United Kingdom,93,6,2796.1,3,4,4,11,Potential Loyalists,True,2010-02-23 10:12:00,2011-09-08 12:27:00,2010-02
13331,United Kingdom,402,1,262.4,2,1,1,4,Lost,True,2010-11-03 08:04:00,2010-11-03 08:04:00,2010-11
13332,United Kingdom,14,1,350.90000000000003,5,1,2,8,New Customers,False,2011-11-25 13:30:00,2011-11-25 13:30:00,2011-11
13333,United Kingdom,411,3,1015.74,1,3,3,7,At Risk,True,2010-02-19 09:26:00,2010-10-24 13:24:00,2010-02
13334,United Kingdom,82,5,6201.8,3,4,5,12,Potential Loyalists,False,2010-02-25 12:21:00,2011-09-18 15:21:00,2010-02
13336,United Kingdom,77,1,795.12,3,1,3,7,Needs Attention,False,2011-09-23 14:05:00,2011-09-23 14:05:00,2011-09
13337,United Kingdom,546,1,1575.26,1,1,4,6,Cant Lose Them,True,2010-06-11 13:27:00,2010-06-11 13:27:00,2010-06
13338,United Kingdom,158,4,2345.62,3,3,4,10,Potential Loyalists,True,2010-01-05 12:25:00,2011-07-05 09:06:00,2010-01
13339,United Kingdom,201,1,860.12,2,1,3,6,Lost,True,2011-05-23 08:31:00,2011-05-23 08:31:00,2011-05
13340,United Kingdom,45,12,22100.56,4,5,5,14,Champions,False,2010-02-22 14:54:00,2011-10-25 13:15:00,2010-02
13341,United Kingdom,261,1,775.85,2,1,3,6,Lost,True,2011-03-24 09:50:00,2011-03-24 09:50:00,2011-03
13343,United Kingdom,178,1,303.43,3,1,2,6,Needs Attention,True,2011-06-15 12:24:00,2011-06-15 12:24:00,2011-06
13344,United Kingdom,68,3,2511.69,3,3,4,10,Potential Loyalists,False,2011-03-07 10:28:00,2011-10-03 09:45:00,2011-03
13345,United Kingdom,288,1,339.5,2,1,2,5,Lost,True,2011-02-25 09:01:00,2011-02-25 09:01:00,2011-02
13346,United Kingdom,463,6,299.4,1,4,2,7,At Risk,True,2010-04-22 12:34:00,2010-09-03 11:41:00,2010-04
13347,United Kingdom,70,1,291.36,3,1,2,6,Needs Attention,False,2011-09-30 13:28:00,2011-09-30 13:28:00,2011-09
13348,United Kingdom,64,1,233.76000000000002,3,1,1,5,Needs Attention,False,2011-10-06 17:28:00,2011-10-06 17:28:00,2011-10
13349,United Kingdom,11,1,197.32,5,1,1,7,New Customers,False,2011-11-29 08:07:00,2011-11-29 08:07:00,2011-11
13350,United Kingdom,16,2,879.12,5,2,3,10,New Customers,False,2011-09-21 13:33:00,2011-11-23 16:33:00,2011-09
13351,United Kingdom,66,1,323.94,3,1,2,6,Needs Attention,False,2011-10-04 12:55:00,2011-10-04 12:55:00,2011-10
13352,United Kingdom,60,1,347.98,3,1,2,6,Needs Attention,False,2011-10-10 13:55:00,2011-10-10 13:55:00,2011-10
13354,United Kingdom,71,1,743.53,3,1,3,7,Needs Attention,False,2011-09-29 13:17:00,2011-09-29 13:17:00,2011-09
13355,United Kingdom,122,1,674.7,3,1,3,7,Needs Attention,True,2011-08-09 14:48:00,2011-08-09 14:48:00,2011-08
13356,United Kingdom,80,1,768.24,3,1,3,7,Needs Attention,False,2011-09-20 14:33:00,2011-09-20 14:33:00,2011-09
13357,United Kingdom,257,5,3795.01,2,4,5,11,At Risk,True,2010-03-22 14:30:00,2011-03-27 13:56:00,2010-03
13358,United Kingdom,269,1,389.03000000000003,2,1,2,5,Lost,True,2011-03-16 11:52:00,2011-03-16 11:52:00,2011-03
13359,United Kingdom,64,2,943.3100000000001,3,2,3,8,Needs Attention,False,2010-11-01 15:05:00,2011-10-07 09:30:00,2010-11
13360,United Kingdom,432,4,1503.65,1,3,4,8,At Risk,True,2010-01-08 11:16:00,2010-10-04 12:37:00,2010-01
13361,United Kingdom,472,2,1450.5,1,2,4,7,Cant Lose Them,True,2010-04-01 07:49:00,2010-08-24 14:56:00,2010-04
13362,United Kingdom,9,7,5394.07,5,4,5,14,Champions,False,2010-10-10 15:27:00,2011-11-30 14:41:00,2010-10
13363,United Kingdom,18,3,1623.8600000000001,5,3,4,12,Loyal Customers,False,2010-10-26 11:07:00,2011-11-22 12:40:00,2010-10
13364,United Kingdom,71,1,134.96,3,1,1,5,Needs Attention,False,2011-09-29 18:13:00,2011-09-29 18:13:00,2011-09
13365,United Kingdom,34,2,2225.37,4,2,4,10,New Customers,False,2011-05-06 12:00:00,2011-11-06 12:36:00,2011-05
13366,United Kingdom,50,1,56.16,4,1,1,6,New Customers,False,2011-10-20 13:37:00,2011-10-20 13:37:00,2011-10
13367,United Kingdom,432,1,460.2,1,1,2,4,Lost,True,2010-10-04 10:00:00,2010-10-04 10:00:00,2010-10
13368,United Kingdom,257,4,1021.5,2,3,3,8,At Risk,True,2010-10-12 10:43:00,2011-03-28 09:59:00,2010-10
13369,United Kingdom,366,1,258.28000000000003,2,1,1,4,Lost,True,2010-12-09 11:30:00,2010-12-09 11:30:00,2010-12
13370,United Kingdom,372,1,754.87,2,1,3,6,Lost,True,2010-12-03 10:26:00,2010-12-03 10:26:00,2010-12
13371,United Kingdom,505,2,2297.66,1,2,4,7,Cant Lose Them,True,2010-03-17 15:29:00,2010-07-22 17:33:00,2010-03
13372,United Kingdom,90,1,328.64,3,1,2,6,Needs Attention,False,2011-09-11 12:46:00,2011-09-11 12:46:00,2011-09
13373,United Kingdom,61,6,7587.1900000000005,3,4,5,12,Potential Loyalists,False,2009-12-06 12:34:00,2011-10-10 10:51:00,2009-12
13374,United Kingdom,415,2,372.8,1,2,2,5,Lost,True,2010-09-16 10:29:00,2010-10-21 10:04:00,2010-09
13375,United Kingdom,89,2,1792.23,3,2,4,9,Needs Attention,False,2010-09-21 08:12:00,2011-09-12 10:19:00,2010-09
13376,United Kingdom,99,3,869.76,3,3,3,9,Potential Loyalists,True,2011-04-19 13:03:00,2011-09-01 16:16:00,2011-04
13377,United Kingdom,397,2,1452.88,2,2,4,8,Cant Lose Them,True,2010-03-04 10:06:00,2010-11-08 12:20:00,2010-03
13379,United Kingdom,26,3,572.56,4,3,2,9,Loyal Customers,False,2011-07-26 12:26:00,2011-11-13 13:45:00,2011-07
13380,United Kingdom,433,1,62.4,1,1,1,3,Lost,True,2010-10-03 10:18:00,2010-10-03 10:18:00,2010-10
13381,United Kingdom,32,12,8224.37,4,5,5,14,Champions,False,2009-12-01 15:19:00,2011-11-08 11:58:00,2009-12
13382,United Kingdom,281,5,1387.58,2,4,4,10,At Risk,True,2009-12-08 09:56:00,2011-03-04 10:03:00,2009-12
13383,United Kingdom,544,1,305.28000000000003,1,1,2,4,Lost,True,2010-06-14 11:45:00,2010-06-14 11:45:00,2010-06
13384,United Kingdom,31,11,6680.83,4,5,5,14,Champions,False,2010-07-27 12:22:00,2011-11-09 11:04:00,2010-07
13385,United Kingdom,330,1,534.57,2,1,2,5,Lost,True,2011-01-14 09:52:00,2011-01-14 09:52:00,2011-01
